agent_class,group,n_seeds,mean,std,sem,min,max,median,q25,q75,param_agent_anneal_steps,param_agent_class,param_agent_convergence_threshold,param_agent_discount,param_agent_eps_decay_steps,param_agent_eps_end,param_agent_eps_start,param_agent_final_epsilon,param_agent_initial_epsilon,param_agent_initial_q_value,param_agent_known_threshold,param_agent_learning_rate,param_agent_max_grad_norm,param_agent_policy,param_agent_r_max,param_agent_step_size,param_agent_target_update_freq,param_agent_use_scheduler,param_buffer_buffer_size,param_buffer_class,param_buffer_obs_shape,param_eval_episodes,param_evaluate_every,param_max_episode_steps,param_minibatch_size,param_num_minibatches,param_seed,param_train_episodes,param_train_steps,param_update_frequency,param_use_steps,param_warmup_steps
QLearningAgent,sweep_c64,10,0.9997326374053955,8.805792879565782e-05,2.7846362103120655e-05,0.9996240139007568,0.9998818039894104,0.999731868505478,0.9996571242809296,0.9997808486223221,100855.0,QLearningAgent,,0.99,,,,0.0801844,0.773033,0.0,,,,epsilon_greedy,,0.83364,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,7.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c61,10,0.999698030948639,5.70867773849903e-05,1.8052424081556028e-05,0.9995973110198976,0.999758780002594,0.9997148513793945,0.9996599107980728,0.9997441470623016,381399.0,QLearningAgent,,0.99,,,,0.0132828,0.743162,0.0,,,,epsilon_greedy,,0.994676,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,3.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c1,10,0.9996968805789948,0.00014852004363936783,4.6966161608800565e-05,0.9994676113128662,0.9998459815979004,0.9997490048408508,0.9995752722024918,0.9998044967651366,436081.0,QLearningAgent,,0.99,,,,0.227166,0.640149,0.0,,,,epsilon_greedy,,0.727544,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,9.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c0,10,0.9996699512004852,9.091618320728563e-05,2.875022151041749e-05,0.9994725584983826,0.9998174905776978,0.9996685683727264,0.9996616095304489,0.9997041821479797,136746.0,QLearningAgent,,0.99,,,,0.0418057,0.830568,0.0,,,,epsilon_greedy,,0.238609,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,6.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c83,10,0.9996615171432495,0.0002629826648448775,8.316242060505042e-05,0.9990256428718568,0.999855101108551,0.9997571706771851,0.9997066110372543,0.999798223376274,61821.0,QLearningAgent,,0.99,,,,0.0152631,0.86863,0.0,,,,epsilon_greedy,,0.155417,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,6.0,0.0,1000000.0,1.0,True,0.0
BMFRmaxAgent,sweep_c53,10,0.999643087387085,0.0002497515399544788,7.897837153906987e-05,0.9989851713180542,0.9998012781143188,0.9997438788414001,0.9996615201234818,0.9997695833444595,,BMFRmaxAgent,,0.99,,,,,,,64.0,,,,0.01,0.0664951,,,2048.0,ReplayBuffer,,0.0,0.0,100.0,2048.0,1.0,5.0,0.0,1000000.0,41.0,True,128.0
RMaxAgent,sweep_c5,10,0.9995804190635681,4.168894280585141e-05,1.3183201251098118e-05,0.9995341300964355,0.9996376037597656,0.9995737671852112,0.9995417892932892,0.9996162801980972,,RMaxAgent,1e-06,0.99,,,,,,,21.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,7.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c89,10,0.9995748579502106,9.319151444899737e-05,2.946974442593231e-05,0.999424397945404,0.9996832609176636,0.9995909333229065,0.999491959810257,0.9996518790721894,114903.0,QLearningAgent,,0.99,,,,0.11357,0.851802,0.0,,,,epsilon_greedy,,0.479304,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,2.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c58,10,0.9995690822601319,0.000329035134001956,0.00010405004536648945,0.9990734457969666,0.9999570846557616,0.9996086657047272,0.9992835819721222,0.9998511672019957,21400.0,QLearningAgent,,0.99,,,,0.0100024,0.722784,0.0,,,,epsilon_greedy,,0.428706,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,5.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c17,10,0.9995498478412628,0.00045048366049367907,0.0001424554415850038,0.9985274076461792,0.9999058246612548,0.9997607469558716,0.9993789345026016,0.999817669391632,287906.0,QLearningAgent,,0.99,,,,0.151653,0.442241,0.0,,,,epsilon_greedy,,0.488651,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,1.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c37,10,0.9994461297988891,0.0010029603947034845,0.0003171639250204489,0.996679425239563,0.9999616146087646,0.9998383820056915,0.9995480328798294,0.9999247938394548,54215.0,QLearningAgent,,0.99,,,,0.0425295,0.315948,0.0,,,,epsilon_greedy,,0.559599,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,7.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c95,10,0.9993754386901855,0.0006264865927654741,0.00019811245566972636,0.9978590607643129,0.9999183416366576,0.9996353983879089,0.9991607517004013,0.9997801929712296,241337.0,QLearningAgent,,0.99,,,,0.0142742,0.736391,0.0,,,,epsilon_greedy,,0.154786,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,3.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c63,10,0.9993700325489044,4.3529408515110746e-05,1.3765207610767793e-05,0.9993077516555786,0.9994420409202576,0.999377965927124,0.9993321001529695,0.9994010329246521,,RMaxAgent,1e-06,0.99,,,,,,,32.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,7.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c89,10,0.9993250727653503,6.0071108042677325e-05,1.8996152298491956e-05,0.999233901500702,0.9994299411773682,0.9993346035480499,0.9992766082286836,0.9993611127138138,,RMaxAgent,1e-06,0.99,,,,,,,33.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,5.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c41,10,0.9992291092872619,6.445350711823686e-05,2.0381988567950404e-05,0.9990979433059692,0.9993071556091307,0.999242752790451,0.999204233288765,0.9992688745260239,,RMaxAgent,1e-06,0.99,,,,,,,38.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,6.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c23,10,0.999225789308548,0.000398548025514217,0.00012603195175878257,0.9983673691749572,0.9996727705001832,0.9992755353450775,0.9990557730197906,0.9995218515396118,276027.0,QLearningAgent,,0.99,,,,0.172834,0.778449,0.0,,,,epsilon_greedy,,0.207703,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,2.0,0.0,1000000.0,1.0,True,0.0
BMFRmaxAgent,sweep_c95,10,0.9992164969444275,0.0006517055243021527,0.00020608738205090183,0.9977999329566956,0.9996739625930786,0.9995402693748474,0.9992720782756805,0.9995707124471666,,BMFRmaxAgent,,0.99,,,,,,,100.0,,,,0.01,0.224001,,,512.0,ReplayBuffer,,0.0,0.0,100.0,32.0,1.0,3.0,0.0,1000000.0,4.0,True,1024.0
BMFRmaxAgent,sweep_c18,10,0.9990336418151855,0.0012762012668994921,0.0004035702756194847,0.9963409900665284,0.9998254776000975,0.9997832477092743,0.9983519017696381,0.9998058527708055,,BMFRmaxAgent,,0.99,,,,,,,85.0,,,,0.01,0.0224745,,,2048.0,ReplayBuffer,,0.0,0.0,100.0,512.0,1.0,3.0,0.0,1000000.0,6.0,True,64.0
RMaxAgent,sweep_c27,10,0.9989900946617126,7.507223452668728e-05,2.373992501426645e-05,0.9988742470741272,0.9991036057472228,0.9989858567714691,0.9989561885595322,0.9990290403366088,,RMaxAgent,1e-06,0.99,,,,,,,49.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,4.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c69,10,0.9989838361740112,5.8921891814757486e-05,1.8632738218066568e-05,0.9989116191864014,0.999090850353241,0.9989672005176544,0.9989425688982011,0.9990164041519165,,RMaxAgent,1e-06,0.99,,,,,,,48.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,5.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c39,10,0.998965573310852,7.642669230497008e-05,2.4168242171656944e-05,0.9988921880722046,0.9991275072097778,0.9989452660083771,0.9989066869020462,0.9989931434392929,,RMaxAgent,1e-06,0.99,,,,,,,51.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,0.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c48,10,0.9989207446575165,8.633548228055769e-05,2.7301676689567053e-05,0.9987611174583436,0.9990910291671752,0.9989200830459595,0.9988802373409271,0.9989590793848038,,RMaxAgent,1e-06,0.99,,,,,,,52.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,5.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c38,10,0.9988707780838013,0.002493567113941317,0.0007885351578547165,0.9919102191925048,0.9999621510505676,0.9998643696308136,0.999362885951996,0.9999353140592575,158842.0,QLearningAgent,,0.99,,,,0.0127735,0.349003,0.0,,,,epsilon_greedy,,0.220603,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,4.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c14,10,0.9987498641014099,0.0010274823395614717,0.0003249184448612783,0.9971219897270204,0.9999155402183532,0.9986601769924164,0.9979360401630402,0.9997853189706802,168800.0,QLearningAgent,,0.99,,,,0.013147,0.613579,0.0,,,,epsilon_greedy,,0.163199,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,4.0,0.0,1000000.0,1.0,True,0.0
BMFRmaxAgent,sweep_c96,10,0.9987467646598815,0.0023970812565465766,0.0007580236507185586,0.9919366836547852,0.9996983408927916,0.9994763433933258,0.9993350952863693,0.9996133744716644,,BMFRmaxAgent,,0.99,,,,,,,79.0,,,,0.01,0.126605,,,2048.0,ReplayBuffer,,0.0,0.0,100.0,512.0,1.0,7.0,0.0,1000000.0,42.0,True,4.0
QLearningAgent,sweep_c46,10,0.9986959517002105,0.00010403786967718988,3.2899663109168674e-05,0.9985662698745728,0.9988276958465576,0.9987148940563202,0.9985939413309096,0.9987906962633134,204760.0,QLearningAgent,,0.99,,,,0.0908978,0.942258,0.0,,,,epsilon_greedy,,0.315659,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,7.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c15,10,0.9986728250980377,7.398646363705115e-05,2.3396574111430695e-05,0.9985604882240297,0.9987703561782836,0.9986751675605774,0.998607411980629,0.9987318962812423,159044.0,QLearningAgent,,0.99,,,,0.0528124,0.99858,0.0,,,,epsilon_greedy,,0.316482,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,3.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c52,10,0.9986441671848297,0.0004885434547896169,0.00015449100531026862,0.9979715943336488,0.9991617202758788,0.9987801611423492,0.9981529116630554,0.9990847855806351,312729.0,QLearningAgent,,0.99,,,,0.0131595,0.880232,0.0,,,,epsilon_greedy,,0.0986151,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,9.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c23,10,0.9985578298568726,9.388142657487992e-05,2.9687913796248074e-05,0.9984461665153505,0.9987033605575562,0.9985244572162628,0.9984883815050125,0.9986271709203721,,RMaxAgent,1e-06,0.99,,,,,,,72.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,8.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c25,10,0.9985578298568726,9.388142657487992e-05,2.9687913796248074e-05,0.9984461665153505,0.9987033605575562,0.9985244572162628,0.9984883815050125,0.9986271709203721,,RMaxAgent,1e-06,0.99,,,,,,,72.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,2.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c97,10,0.9985401928424835,0.00012563095467611664,3.972799613979098e-05,0.9983826279640198,0.9986977577209472,0.9985247850418092,0.998426616191864,0.9986675083637238,,RMaxAgent,1e-06,0.99,,,,,,,73.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,6.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c84,10,0.9985174775123596,0.002049382524679888,0.0006480716574934682,0.9945889711380004,0.9998852014541626,0.9996829628944398,0.9976428151130675,0.9998417347669601,386221.0,QLearningAgent,,0.99,,,,0.0279221,0.598575,0.0,,,,epsilon_greedy,,0.062861,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,8.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c87,10,0.9984942317008972,0.0019113642621616917,0.0006044264506678135,0.9940899610519408,0.9998041987419128,0.9994410276412964,0.9981880336999893,0.9997521787881851,202752.0,QLearningAgent,,0.99,,,,0.0212095,0.438628,0.0,,,,epsilon_greedy,,0.170251,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,0.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c37,10,0.998482084274292,0.00014318896703475093,4.5280327163657934e-05,0.9983006119728088,0.9986461997032166,0.9984921813011169,0.9983661770820618,0.9986149966716766,,RMaxAgent,1e-06,0.99,,,,,,,76.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,3.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c51,10,0.9984710097312928,0.0021350298063615067,0.0006751557060450613,0.9937667846679688,0.9998023509979248,0.999355673789978,0.9988952279090881,0.9997182637453079,204432.0,QLearningAgent,,0.99,,,,0.11404,0.734754,0.0,,,,epsilon_greedy,,0.0342761,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,0.0,0.0,1000000.0,1.0,True,0.0
BMFRmaxAgent,sweep_c45,10,0.9983843684196472,0.0005900890061807318,0.0001866025281756289,0.9973732233047484,0.9992637634277344,0.9983246326446532,0.9981273710727692,0.9988650977611541,,BMFRmaxAgent,,0.99,,,,,,,54.0,,,,0.01,0.705737,,,256.0,ReplayBuffer,,0.0,0.0,100.0,16.0,1.0,7.0,0.0,1000000.0,14.0,True,2.0
BMFRmaxAgent,sweep_c19,10,0.9983066320419312,0.0022536748357307587,0.000712674558631502,0.9934638738632202,0.999855637550354,0.9992193579673767,0.9982656538486481,0.9997862428426743,,BMFRmaxAgent,,0.99,,,,,,,63.0,,,,0.01,0.0689206,,,1024.0,ReplayBuffer,,0.0,0.0,100.0,512.0,1.0,5.0,0.0,1000000.0,13.0,True,16.0
QLearningAgent,sweep_c68,10,0.9982165277004242,0.00286688933320161,0.0009065900092558472,0.9907333850860596,0.9998793601989746,0.9996775388717651,0.9977591186761856,0.9998155832290649,343657.0,QLearningAgent,,0.99,,,,0.0239257,0.381046,0.0,,,,epsilon_greedy,,0.158233,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,8.0,0.0,1000000.0,1.0,True,0.0
BMFRmaxAgent,sweep_c40,10,0.9982016324996948,0.0015996027514966619,0.0005058388046201765,0.9939712882041932,0.9991646409034728,0.9987591207027435,0.9983766078948976,0.9990891367197036,,BMFRmaxAgent,,0.99,,,,,,,73.0,,,,0.01,0.412159,,,512.0,ReplayBuffer,,0.0,0.0,100.0,16.0,1.0,1.0,0.0,1000000.0,11.0,True,256.0
QLearningAgent,sweep_c31,10,0.9981614708900451,0.00018865267787242454,5.9657214876690966e-05,0.9978406429290771,0.9983612298965454,0.9982220232486725,0.9980313479900359,0.9983100891113281,429406.0,QLearningAgent,,0.99,,,,0.0210453,0.898726,0.0,,,,epsilon_greedy,,0.135667,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,0.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c90,10,0.9980617821216583,0.00014543460705604647,4.5990460890870226e-05,0.9979093670845032,0.9983025789260864,0.998000979423523,0.9979622066020964,0.998177096247673,,RMaxAgent,1e-06,0.99,,,,,,,98.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,9.0,0.0,1000000.0,1.0,True,0.0
BMFRmaxAgent,sweep_c49,10,0.9978666603565216,0.0013626885211998378,0.0004309199468358132,0.9952027797698976,0.9994487762451172,0.9982961416244507,0.9970734268426896,0.9988675266504288,,BMFRmaxAgent,,0.99,,,,,,,15.0,,,,0.01,0.551624,,,256.0,ReplayBuffer,,0.0,0.0,100.0,64.0,1.0,7.0,0.0,1000000.0,42.0,True,512.0
RMaxAgent,sweep_c55,10,0.9978458285331726,0.00011667173061674813,3.689484073025257e-05,0.997727870941162,0.9980612993240356,0.9978235065937042,0.9977672249078751,0.9978448301553725,,RMaxAgent,1e-06,0.99,,,,,,,105.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,8.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c5,10,0.9978436470031739,0.00018291867606545745,5.784396429493725e-05,0.997507631778717,0.9980710744857788,0.9978637397289276,0.9977128952741623,0.9979979991912841,383642.0,QLearningAgent,,0.99,,,,0.0287161,0.931516,0.0,,,,epsilon_greedy,,0.174128,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,7.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c30,10,0.9978086054325104,0.0037540004136971616,0.0011871191644497387,0.9889857769012452,0.9999470710754396,0.9996145367622375,0.9982476085424424,0.9998639672994614,53747.0,QLearningAgent,,0.99,,,,0.160399,0.532775,0.0,,,,epsilon_greedy,,0.150776,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,2.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c60,10,0.9977678656578064,9.435460242214851e-05,2.9837545137362947e-05,0.9976624250411988,0.9979453086853028,0.9977412223815918,0.9977003633975983,0.9978259354829788,288604.0,QLearningAgent,,0.99,,,,0.0410401,0.981924,0.0,,,,epsilon_greedy,,0.19538,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,6.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c21,10,0.9977180421352386,0.00011559299935936174,3.655371595459674e-05,0.9975310564041138,0.997847855091095,0.9977194666862488,0.9976274818181992,0.9978263825178146,,RMaxAgent,1e-06,0.99,,,,,,,112.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,6.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c93,10,0.9976412773132324,9.658223867453454e-05,3.05419855729531e-05,0.9974727034568788,0.9977890253067015,0.9976492822170258,0.9975855201482774,0.9977033734321594,,RMaxAgent,1e-06,0.99,,,,,,,114.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,5.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c84,10,0.9974544525146485,0.00020031289732733344,6.334450002618288e-05,0.9971963763237,0.9976900219917296,0.9974737167358398,0.9972645938396454,0.9976334869861602,,RMaxAgent,1e-06,0.99,,,,,,,125.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,8.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c94,10,0.9974049091339111,0.00010422720949322469,3.2959537616211404e-05,0.9973024725914,0.9976463317871094,0.9973636865615846,0.9973490387201308,0.9974513351917267,,RMaxAgent,1e-06,0.99,,,,,,,123.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,7.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c30,10,0.9973249971866608,0.0001666303429876963,5.269314111361867e-05,0.9971184730529784,0.9975738525390624,0.9972581565380096,0.9972101598978041,0.9974819719791412,,RMaxAgent,1e-06,0.99,,,,,,,129.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,6.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c62,10,0.9972781658172607,0.00015794392579504237,4.994625481009547e-05,0.9970906376838684,0.9975371956825256,0.9972074925899506,0.9971867054700851,0.9974044859409332,,RMaxAgent,1e-06,0.99,,,,,,,134.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,1.0,0.0,1000000.0,1.0,True,0.0
RMaxAgent,sweep_c6,10,0.9972082316875458,0.00016548636230357438,5.2331382657512384e-05,0.9970183968544006,0.9975193738937378,0.9971551597118378,0.9971207231283188,0.9971999228000641,,RMaxAgent,1e-06,0.99,,,,,,,133.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,6.0,0.0,1000000.0,1.0,True,0.0
QLearningAgent,sweep_c22,10,0.9971301913261413,0.000171678326647097,5.428945370912046e-05,0.996857523918152,0.9973611235618592,0.9971622228622437,0.9969799518585205,0.9972571283578873,484961.0,QLearningAgent,,0.99,,,,0.212183,0.889722,0.0,,,,epsilon_greedy,,0.493769,,True,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,5.0,0.0,1000000.0,1.0,True,0.0
BMFRmaxAgent,sweep_c50,10,0.9971171736717224,0.0024850417699733263,0.0007858392073771937,0.9916837811470032,0.9991352558135986,0.9980483055114746,0.9967631101608277,0.9987455457448959,,BMFRmaxAgent,,0.99,,,,,,,83.0,,,,0.01,0.283022,,,256.0,ReplayBuffer,,0.0,0.0,100.0,32.0,1.0,7.0,0.0,1000000.0,10.0,True,32.0
RMaxAgent,sweep_c24,10,0.9970171749591827,0.00016105685380197977,5.093064907950053e-05,0.9968613982200624,0.997288942337036,0.9969322085380554,0.9968998283147813,0.9971077293157578,,RMaxAgent,1e-06,0.99,,,,,,,145.0,,,,0.01,,,,1.0,ReplayBuffer,,0.0,0.0,100.0,1.0,1.0,5.0,0.0,1000000.0,1.0,True,0.0
